,evolutionary_track,x,y,x2,xlog,ylog,xrange,yrange,xnormalization,ynormalization,kname,combination,mean_deviation,max_deviation,saveGPmodel,saveGPdata
29,m1.16_feh-4.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[4329728281.637337, 4661206326.542385]","[273.5480599478282, 390.0543522686935]",True,True,matern32,False,0.0001671819519169867,0.001857568855052505,m1.16_feh-4.5_MLT1.9_fov0.018.gpdict,m1.16_feh-4.5_MLT1.9_fov0.018.gpdata
30,m1.56_feh-4.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1671695342.5698967, 1724744670.3409517]","[198.1475122527164, 318.1731938924108]",True,True,matern32,False,0.0027420453196704193,0.03025805316431912,m1.56_feh-4.5_MLT1.9_fov0.018.gpdict,m1.56_feh-4.5_MLT1.9_fov0.018.gpdata
31,m1.08_feh2.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[9366634712.863434, 9826980541.225515]","[354.56021242690883, 400.98019881389763]",True,True,matern32,False,0.00032741968646933186,0.002144980389275797,m1.08_feh2.0_MLT1.9_fov0.018.gpdict,m1.08_feh2.0_MLT1.9_fov0.018.gpdata
32,m1.97_feh1.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1239600359.5948637, 1250457855.2936635]","[132.88234416710225, 186.7738594653826]",True,True,matern32,False,0.00021324136435654111,0.0006348775474614987,m1.97_feh1.0_MLT1.9_fov0.018.gpdict,m1.97_feh1.0_MLT1.9_fov0.018.gpdata
33,m1.32_feh-0.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[3541351453.391342, 3933502006.376685]","[280.7093196173645, 408.26433287615873]",True,True,matern32,False,0.00013228958304562123,0.003235119901614736,m1.32_feh-0.5_MLT1.9_fov0.018.gpdict,m1.32_feh-0.5_MLT1.9_fov0.018.gpdata
34,m1.58_feh2.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2510726983.831012, 2600420534.14291]","[220.25835597992315, 339.23407847131426]",True,True,matern32,False,0.001637379673998023,0.008989412087821669,m1.58_feh2.5_MLT1.9_fov0.018.gpdict,m1.58_feh2.5_MLT1.9_fov0.018.gpdata
35,m0.94_feh5.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[17901334896.63005, 18453688589.66764]","[359.87503569128313, 405.6235855169632]",True,True,matern32,False,0.00036075446312308765,0.0030933237386412404,m0.94_feh5.0_MLT1.9_fov0.018.gpdict,m0.94_feh5.0_MLT1.9_fov0.018.gpdata
36,m1.98_feh-3.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[964874022.0469505, 971321783.9891025]","[147.41226054147046, 170.03468871482812]",True,True,matern32,False,0.021218475682206077,0.13937945462284024,m1.98_feh-3.0_MLT1.9_fov0.018.gpdict,m1.98_feh-3.0_MLT1.9_fov0.018.gpdata
37,m1.51_feh1.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2623685958.9508433, 2776636160.667495]","[230.6829632493985, 387.8004829963926]",True,True,matern32,False,0.0007006715180795788,0.005988332202787272,m1.51_feh1.0_MLT1.9_fov0.018.gpdict,m1.51_feh1.0_MLT1.9_fov0.018.gpdata
38,m0.87_feh-3.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[14431815627.164124, 15010527848.439247]","[349.9800505192127, 393.4106867997783]",True,True,matern32,False,0.0004068879176980149,0.0008425288079593196,m0.87_feh-3.0_MLT1.9_fov0.018.gpdict,m0.87_feh-3.0_MLT1.9_fov0.018.gpdata
39,m0.94_feh1.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[15135730641.054708, 15725406250.889093]","[359.4035894707325, 397.0217282959615]",True,True,matern32,False,0.0003210297503638928,0.002511825520664812,m0.94_feh1.0_MLT1.9_fov0.018.gpdict,m0.94_feh1.0_MLT1.9_fov0.018.gpdata
40,m1.29_feh2.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[4726418019.976826, 5142553559.316468]","[329.87149557938733, 413.6833853295412]",True,True,matern32,False,0.00010273833481541723,0.0005790855635060543,m1.29_feh2.0_MLT1.9_fov0.018.gpdict,m1.29_feh2.0_MLT1.9_fov0.018.gpdata
41,m1.18_feh-0.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[5447078618.945469, 5867290710.754937]","[317.89964420997444, 403.71566351048324]",True,True,matern32,False,0.0001268092929025069,0.0009514259442207074,m1.18_feh-0.5_MLT1.9_fov0.018.gpdict,m1.18_feh-0.5_MLT1.9_fov0.018.gpdata
42,m1.34_feh4.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[4554640702.812178, 4952341522.5470915]","[339.25942804958623, 417.18345453445676]",True,True,matern32,False,9.740716440501446e-05,0.0004036007430318067,m1.34_feh4.0_MLT1.9_fov0.018.gpdict,m1.34_feh4.0_MLT1.9_fov0.018.gpdata
43,m1.53_feh3.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2843409067.160058, 2989829043.462238]","[245.64051354708832, 384.4852199477897]",True,True,matern32,False,0.0019208086492795522,0.05548407973260072,m1.53_feh3.0_MLT1.9_fov0.018.gpdict,m1.53_feh3.0_MLT1.9_fov0.018.gpdata
44,m1.85_feh0.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1373313545.4407501, 1390855149.3493698]","[145.51650078786358, 236.7970888436184]",True,True,matern32,False,0.0003485223173498246,0.004445769239983022,m1.85_feh0.0_MLT1.9_fov0.018.gpdict,m1.85_feh0.0_MLT1.9_fov0.018.gpdata
45,m1.0_feh-4.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[7582752932.3724575, 7975573724.408994]","[311.32367253278915, 388.13203141678645]",True,True,matern32,False,0.00026350983591703615,0.0007053570993671432,m1.0_feh-4.5_MLT1.9_fov0.018.gpdict,m1.0_feh-4.5_MLT1.9_fov0.018.gpdata
46,m1.63_feh2.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2222254870.372525, 2286457226.1002893]","[200.85697996928724, 319.2605778063363]",True,True,matern32,False,0.004941878591106146,0.03748480796677034,m1.63_feh2.0_MLT1.9_fov0.018.gpdict,m1.63_feh2.0_MLT1.9_fov0.018.gpdata
47,m1.36_feh-4.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2455996180.941123, 2688181940.01268]","[241.2065701867907, 390.6955466489495]",True,True,matern32,False,0.0005587494488263665,0.004006476654247804,m1.36_feh-4.5_MLT1.9_fov0.018.gpdict,m1.36_feh-4.5_MLT1.9_fov0.018.gpdata
48,m1.85_feh4.0_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[1705002347.1062434, 1734084266.9651968]","[157.15232299820025, 258.9591248732342]",True,True,matern32,False,0.004384075042948655,0.022173588528312693,m1.85_feh4.0_MLT1.9_fov0.018.gpdict,m1.85_feh4.0_MLT1.9_fov0.018.gpdata
49,m1.48_feh-2.5_MLT1.9_fov0.018,star_age,nu_1_-10,False,False,False,"[2182737856.2690306, 2318099502.2981157]","[213.83790435878757, 380.28837571308384]",True,True,matern32,False,0.00014430480255981634,0.0015175648358436433,m1.48_feh-2.5_MLT1.9_fov0.018.gpdict,m1.48_feh-2.5_MLT1.9_fov0.018.gpdata
